fur_color,height,weight,eye_color,prehistoric
orange,200 cm,98 kg,black,FALSE
black,186 cm,71 kg,brown,FALSE
dark grey,172 cm,84 kg,blue,FALSE
black,191 cm,83 kg,blue,FALSE
dark grey,170 cm,66 kg,green,FALSE
red,183 cm,71 kg,brown,FALSE
brown,187 cm,65 kg,blue,FALSE
calico,193 cm,76 kg,blue,FALSE
orange,161 cm,69 kg,blue,FALSE
dark grey,185 cm,71 kg,black,FALSE
red,173 cm,90 kg,black,FALSE
brown,197 cm,65 kg,blue,FALSE
white,184 cm,76 kg,black,TRUE
brown,164 cm,95 kg,blue,FALSE
calico,186 cm,98 kg,blue,FALSE
grey,167 cm,64 kg,green,FALSE
black,170 cm,95 kg,black,FALSE
dark grey,180 cm,78 kg,green,FALSE
calico,169 cm,86 kg,green,FALSE
red,177 cm,75 kg,green,FALSE
black,191 cm,91 kg,brown,FALSE
grey,162 cm,98 kg,blue,FALSE
orange,192 cm,89 kg,brown,FALSE
calico,168 cm,81 kg,blue,FALSE
brown,173 cm,95 kg,black,FALSE
calico,160 cm,98 kg,green,FALSE
orange,190 cm,90 kg,brown,FALSE
grey,200 cm,80 kg,green,FALSE
white,174 cm,84 kg,blue,TRUE
calico,174 cm,83 kg,brown,FALSE
dark grey,185 cm,77 kg,brown,FALSE
brown,187 cm,98 kg,brown,FALSE
dark grey,173 cm,64 kg,black,FALSE
grey,170 cm,72 kg,green,FALSE
red,200 cm,71 kg,green,FALSE
orange,166 cm,86 kg,brown,FALSE
white,176 cm,91 kg,green,TRUE
grey,169 cm,80 kg,black,FALSE
grey,160 cm,68 kg,black,FALSE
white,171 cm,90 kg,blue,TRUE
white,188 cm,63 kg,brown,TRUE
calico,189 cm,78 kg,black,FALSE
grey,160 cm,76 kg,black,FALSE
orange,183 cm,84 kg,brown,FALSE
orange,196 cm,76 kg,black,FALSE
red,176 cm,80 kg,blue,FALSE
calico,173 cm,71 kg,blue,FALSE
brown,199 cm,73 kg,black,FALSE
black,192 cm,65 kg,brown,FALSE
brown,194 cm,83 kg,blue,FALSE
orange,200 cm,61 kg,brown,FALSE
white,167 cm,93 kg,green,TRUE
red,164 cm,72 kg,black,FALSE
white,162 cm,63 kg,brown,TRUE
black,160 cm,84 kg,blue,FALSE
black,167 cm,89 kg,black,FALSE
white,182 cm,61 kg,green,TRUE
calico,162 cm,76 kg,brown,FALSE
brown,199 cm,96 kg,green,FALSE
dark grey,187 cm,62 kg,blue,FALSE
grey,185 cm,99 kg,brown,FALSE
grey,177 cm,80 kg,brown,FALSE
white,160 cm,93 kg,green,TRUE
grey,198 cm,90 kg,black,FALSE
black,182 cm,100 kg,brown,FALSE
black,190 cm,91 kg,brown,FALSE
grey,168 cm,60 kg,black,FALSE
red,172 cm,76 kg,blue,FALSE
orange,175 cm,81 kg,green,FALSE
grey,200 cm,66 kg,brown,FALSE
white,163 cm,64 kg,green,TRUE
calico,166 cm,69 kg,blue,FALSE
grey,176 cm,61 kg,black,FALSE
grey,198 cm,86 kg,brown,FALSE
calico,199 cm,71 kg,green,FALSE
grey,185 cm,62 kg,blue,FALSE
brown,187 cm,63 kg,black,FALSE
brown,183 cm,85 kg,black,FALSE
black,183 cm,96 kg,blue,FALSE
brown,183 cm,76 kg,blue,FALSE
calico,197 cm,83 kg,brown,FALSE
dark grey,162 cm,81 kg,brown,FALSE
orange,197 cm,99 kg,blue,FALSE
brown,164 cm,73 kg,brown,FALSE
dark grey,168 cm,95 kg,green,FALSE
black,167 cm,63 kg,brown,FALSE
dark grey,174 cm,89 kg,black,FALSE
white,193 cm,72 kg,blue,TRUE
white,175 cm,97 kg,blue,TRUE
black,166 cm,65 kg,green,FALSE
white,200 cm,99 kg,brown,TRUE
black,184 cm,83 kg,blue,FALSE
orange,190 cm,80 kg,green,FALSE
brown,177 cm,93 kg,green,FALSE
white,163 cm,73 kg,green,TRUE
red,190 cm,67 kg,black,FALSE
calico,165 cm,78 kg,black,FALSE
black,164 cm,92 kg,blue,FALSE
orange,191 cm,73 kg,blue,FALSE
brown,188 cm,78 kg,black,FALSE
brown,179 cm,92 kg,brown,FALSE
black,193 cm,62 kg,blue,FALSE
dark grey,186 cm,83 kg,black,FALSE
red,200 cm,60 kg,blue,FALSE
black,186 cm,67 kg,blue,FALSE
white,173 cm,100 kg,brown,TRUE
brown,173 cm,87 kg,blue,FALSE
brown,194 cm,91 kg,green,FALSE
white,180 cm,68 kg,brown,TRUE
calico,164 cm,100 kg,brown,FALSE
red,186 cm,63 kg,green,FALSE
calico,193 cm,79 kg,black,FALSE
white,166 cm,69 kg,black,TRUE
white,197 cm,96 kg,black,TRUE
grey,176 cm,78 kg,brown,FALSE
red,173 cm,83 kg,green,FALSE
white,174 cm,68 kg,brown,TRUE
brown,195 cm,70 kg,black,FALSE
white,195 cm,99 kg,black,TRUE
dark grey,161 cm,75 kg,black,FALSE
red,173 cm,96 kg,black,FALSE
orange,185 cm,77 kg,black,FALSE
red,188 cm,99 kg,blue,FALSE
black,192 cm,60 kg,green,FALSE
dark grey,184 cm,82 kg,blue,FALSE
calico,188 cm,68 kg,blue,FALSE
orange,175 cm,91 kg,black,FALSE
grey,194 cm,91 kg,black,FALSE
grey,192 cm,88 kg,green,FALSE
calico,191 cm,83 kg,blue,FALSE
black,195 cm,87 kg,green,FALSE
brown,165 cm,87 kg,blue,FALSE
orange,176 cm,72 kg,brown,FALSE
orange,188 cm,85 kg,brown,FALSE
brown,170 cm,80 kg,blue,FALSE
white,178 cm,88 kg,brown,TRUE
brown,180 cm,67 kg,brown,FALSE
calico,171 cm,85 kg,brown,FALSE
orange,179 cm,74 kg,green,FALSE
orange,183 cm,99 kg,black,FALSE
dark grey,170 cm,73 kg,brown,FALSE
orange,182 cm,76 kg,black,FALSE
orange,171 cm,70 kg,green,FALSE
black,160 cm,99 kg,green,FALSE
white,167 cm,76 kg,black,TRUE
brown,200 cm,84 kg,brown,FALSE
dark grey,165 cm,96 kg,blue,FALSE
grey,195 cm,85 kg,blue,FALSE
calico,182 cm,68 kg,brown,FALSE
black,175 cm,77 kg,green,FALSE
grey,196 cm,80 kg,green,FALSE
grey,180 cm,86 kg,green,FALSE
black,166 cm,82 kg,green,FALSE
dark grey,163 cm,80 kg,green,FALSE
grey,189 cm,77 kg,blue,FALSE
dark grey,174 cm,68 kg,black,FALSE
grey,172 cm,83 kg,green,FALSE
dark grey,182 cm,76 kg,green,FALSE
red,190 cm,83 kg,black,FALSE
white,166 cm,91 kg,brown,TRUE
grey,160 cm,65 kg,blue,FALSE
black,176 cm,76 kg,green,FALSE
white,182 cm,66 kg,green,TRUE
brown,190 cm,61 kg,black,FALSE
red,177 cm,81 kg,blue,FALSE
red,195 cm,97 kg,black,FALSE
black,188 cm,60 kg,green,FALSE
orange,199 cm,94 kg,brown,FALSE
calico,196 cm,64 kg,blue,FALSE
brown,168 cm,90 kg,black,FALSE
black,182 cm,67 kg,brown,FALSE
calico,171 cm,80 kg,black,FALSE
red,185 cm,94 kg,blue,FALSE
calico,161 cm,68 kg,green,FALSE
dark grey,184 cm,92 kg,green,FALSE
brown,174 cm,60 kg,green,FALSE
dark grey,196 cm,87 kg,green,FALSE
orange,196 cm,88 kg,brown,FALSE
dark grey,184 cm,90 kg,green,FALSE
brown,182 cm,68 kg,black,FALSE
calico,171 cm,95 kg,green,FALSE
black,170 cm,91 kg,blue,FALSE
calico,178 cm,80 kg,brown,FALSE
grey,182 cm,93 kg,black,FALSE
calico,185 cm,73 kg,black,FALSE
dark grey,198 cm,72 kg,brown,FALSE
red,185 cm,84 kg,brown,FALSE
grey,160 cm,87 kg,blue,FALSE
grey,173 cm,68 kg,black,FALSE
brown,180 cm,96 kg,green,FALSE
black,199 cm,76 kg,green,FALSE
white,180 cm,99 kg,green,TRUE
orange,170 cm,81 kg,green,FALSE
black,180 cm,75 kg,brown,FALSE
calico,171 cm,87 kg,blue,FALSE
grey,180 cm,60 kg,blue,FALSE
white,160 cm,100 kg,brown,TRUE
calico,166 cm,72 kg,black,FALSE
dark grey,194 cm,74 kg,green,FALSE
calico,198 cm,82 kg,blue,FALSE
dark grey,165 cm,84 kg,black,FALSE
red,181 cm,95 kg,blue,FALSE
orange,188 cm,81 kg,green,FALSE
brown,198 cm,69 kg,black,FALSE
white,188 cm,85 kg,black,TRUE
red,184 cm,65 kg,black,FALSE
calico,163 cm,62 kg,black,FALSE
grey,170 cm,79 kg,green,FALSE
black,166 cm,69 kg,green,FALSE
white,184 cm,76 kg,black,TRUE
white,181 cm,79 kg,brown,TRUE
dark grey,199 cm,90 kg,brown,FALSE
white,176 cm,76 kg,brown,TRUE
calico,191 cm,68 kg,black,FALSE
brown,194 cm,88 kg,brown,FALSE
red,193 cm,67 kg,brown,FALSE
black,185 cm,87 kg,blue,FALSE
orange,192 cm,66 kg,blue,FALSE
dark grey,178 cm,64 kg,black,FALSE
dark grey,163 cm,64 kg,blue,FALSE
calico,163 cm,72 kg,blue,FALSE
calico,192 cm,67 kg,green,FALSE
orange,194 cm,67 kg,blue,FALSE
black,174 cm,83 kg,blue,FALSE
black,160 cm,96 kg,blue,FALSE
dark grey,173 cm,69 kg,green,FALSE
grey,180 cm,63 kg,brown,FALSE
orange,168 cm,81 kg,brown,FALSE
brown,186 cm,66 kg,green,FALSE
dark grey,200 cm,64 kg,black,FALSE
white,186 cm,87 kg,green,TRUE
black,193 cm,93 kg,green,FALSE
red,176 cm,91 kg,black,FALSE
orange,199 cm,73 kg,green,FALSE
black,162 cm,84 kg,green,FALSE
dark grey,194 cm,86 kg,brown,FALSE
dark grey,173 cm,66 kg,blue,FALSE
red,168 cm,76 kg,blue,FALSE
black,162 cm,88 kg,green,FALSE
calico,199 cm,78 kg,green,FALSE
red,174 cm,94 kg,green,FALSE
black,200 cm,73 kg,black,FALSE
calico,177 cm,67 kg,brown,FALSE
grey,171 cm,65 kg,blue,FALSE
brown,169 cm,82 kg,green,FALSE
brown,188 cm,87 kg,blue,FALSE
grey,176 cm,80 kg,blue,FALSE
black,164 cm,71 kg,black,FALSE
black,163 cm,75 kg,blue,FALSE
calico,194 cm,77 kg,green,FALSE
red,196 cm,91 kg,green,FALSE
black,169 cm,100 kg,blue,FALSE
dark grey,200 cm,70 kg,black,FALSE
calico,194 cm,99 kg,green,FALSE
brown,171 cm,74 kg,black,FALSE
white,182 cm,96 kg,brown,TRUE
brown,171 cm,70 kg,brown,FALSE
dark grey,185 cm,86 kg,green,FALSE
red,195 cm,80 kg,blue,FALSE
black,197 cm,84 kg,brown,FALSE
red,166 cm,96 kg,blue,FALSE
red,169 cm,87 kg,green,FALSE
grey,194 cm,64 kg,green,FALSE
black,170 cm,96 kg,green,FALSE
black,182 cm,87 kg,blue,FALSE
black,162 cm,94 kg,green,FALSE
calico,166 cm,92 kg,green,FALSE
black,177 cm,82 kg,green,FALSE
white,169 cm,86 kg,black,TRUE
grey,173 cm,93 kg,blue,FALSE
grey,178 cm,98 kg,brown,FALSE
black,196 cm,78 kg,green,FALSE
red,186 cm,94 kg,black,FALSE
red,191 cm,97 kg,brown,FALSE
grey,161 cm,68 kg,brown,FALSE
grey,191 cm,100 kg,black,FALSE
brown,167 cm,66 kg,black,FALSE
black,168 cm,77 kg,green,FALSE
brown,162 cm,81 kg,brown,FALSE
brown,172 cm,64 kg,brown,FALSE
dark grey,184 cm,67 kg,green,FALSE
grey,195 cm,100 kg,brown,FALSE
white,172 cm,69 kg,black,TRUE
red,181 cm,63 kg,green,FALSE
dark grey,186 cm,91 kg,brown,FALSE
calico,160 cm,98 kg,blue,FALSE
white,163 cm,85 kg,blue,TRUE
calico,183 cm,72 kg,black,FALSE
calico,177 cm,71 kg,blue,FALSE
calico,182 cm,66 kg,green,FALSE
orange,171 cm,66 kg,black,FALSE
grey,194 cm,61 kg,blue,FALSE
brown,171 cm,99 kg,brown,FALSE
grey,190 cm,60 kg,black,FALSE
calico,181 cm,80 kg,brown,FALSE
calico,199 cm,68 kg,black,FALSE
grey,162 cm,82 kg,brown,FALSE
calico,196 cm,69 kg,black,FALSE
calico,179 cm,80 kg,blue,FALSE
red,194 cm,89 kg,blue,FALSE
red,167 cm,74 kg,black,FALSE
calico,190 cm,63 kg,blue,FALSE
red,189 cm,87 kg,black,FALSE
brown,173 cm,71 kg,blue,FALSE
calico,173 cm,85 kg,blue,FALSE
red,196 cm,64 kg,black,FALSE
black,184 cm,68 kg,brown,FALSE
dark grey,171 cm,94 kg,black,FALSE
black,164 cm,95 kg,black,FALSE
brown,161 cm,86 kg,brown,FALSE
orange,171 cm,75 kg,brown,FALSE
grey,170 cm,100 kg,green,FALSE
dark grey,186 cm,66 kg,black,FALSE
calico,188 cm,78 kg,black,FALSE
brown,166 cm,74 kg,green,FALSE
orange,199 cm,84 kg,black,FALSE
white,192 cm,86 kg,black,TRUE
red,170 cm,73 kg,green,FALSE
black,182 cm,96 kg,green,FALSE
dark grey,188 cm,68 kg,blue,FALSE
dark grey,174 cm,62 kg,blue,FALSE
black,200 cm,96 kg,black,FALSE
red,172 cm,79 kg,black,FALSE
black,186 cm,92 kg,brown,FALSE
orange,166 cm,94 kg,brown,FALSE
red,164 cm,83 kg,black,FALSE
brown,179 cm,70 kg,blue,FALSE
white,165 cm,71 kg,black,TRUE
white,195 cm,89 kg,green,TRUE
dark grey,174 cm,63 kg,brown,FALSE
grey,170 cm,75 kg,black,FALSE
calico,190 cm,100 kg,blue,FALSE
white,187 cm,68 kg,blue,TRUE
brown,176 cm,66 kg,black,FALSE
dark grey,164 cm,64 kg,green,FALSE
orange,165 cm,83 kg,green,FALSE
white,180 cm,92 kg,blue,TRUE
brown,199 cm,94 kg,blue,FALSE
calico,177 cm,88 kg,brown,FALSE
dark grey,170 cm,96 kg,blue,FALSE
red,187 cm,86 kg,black,FALSE
brown,166 cm,88 kg,black,FALSE
red,188 cm,97 kg,brown,FALSE
white,190 cm,76 kg,green,TRUE
orange,184 cm,97 kg,green,FALSE
grey,173 cm,62 kg,brown,FALSE
white,200 cm,65 kg,blue,TRUE
white,196 cm,72 kg,brown,TRUE
orange,161 cm,89 kg,black,FALSE
grey,196 cm,98 kg,brown,FALSE
white,192 cm,93 kg,brown,TRUE
white,181 cm,91 kg,black,TRUE
white,162 cm,74 kg,blue,TRUE
brown,171 cm,61 kg,brown,FALSE
brown,178 cm,81 kg,blue,FALSE
white,193 cm,98 kg,brown,TRUE
dark grey,173 cm,88 kg,blue,FALSE
grey,165 cm,81 kg,black,FALSE
dark grey,169 cm,71 kg,brown,FALSE
white,195 cm,64 kg,green,TRUE
calico,184 cm,95 kg,blue,FALSE
orange,186 cm,80 kg,black,FALSE
dark grey,199 cm,88 kg,blue,FALSE
white,172 cm,75 kg,green,TRUE
calico,184 cm,62 kg,brown,FALSE
calico,198 cm,74 kg,green,FALSE
white,171 cm,93 kg,black,TRUE
white,189 cm,85 kg,blue,TRUE
dark grey,170 cm,74 kg,green,FALSE
black,171 cm,77 kg,brown,FALSE
orange,170 cm,86 kg,green,FALSE
brown,189 cm,87 kg,brown,FALSE
grey,163 cm,78 kg,green,FALSE
calico,181 cm,64 kg,black,FALSE
brown,175 cm,97 kg,blue,FALSE
grey,200 cm,89 kg,blue,FALSE
orange,174 cm,71 kg,black,FALSE
red,170 cm,77 kg,green,FALSE
dark grey,166 cm,72 kg,green,FALSE
red,166 cm,63 kg,green,FALSE
dark grey,199 cm,66 kg,black,FALSE
dark grey,163 cm,77 kg,green,FALSE
calico,162 cm,91 kg,green,FALSE
brown,171 cm,86 kg,black,FALSE
white,186 cm,100 kg,green,TRUE
dark grey,167 cm,83 kg,blue,FALSE
red,197 cm,62 kg,blue,FALSE
dark grey,171 cm,61 kg,blue,FALSE
white,175 cm,73 kg,brown,TRUE
orange,183 cm,85 kg,brown,FALSE
dark grey,174 cm,66 kg,brown,FALSE
orange,188 cm,87 kg,green,FALSE
calico,175 cm,78 kg,blue,FALSE
dark grey,192 cm,79 kg,brown,FALSE
grey,162 cm,84 kg,blue,FALSE
white,178 cm,81 kg,blue,TRUE
grey,190 cm,64 kg,blue,FALSE
black,195 cm,78 kg,black,FALSE
brown,181 cm,82 kg,brown,FALSE
black,178 cm,82 kg,green,FALSE
brown,170 cm,97 kg,black,FALSE
orange,197 cm,73 kg,green,FALSE
black,186 cm,76 kg,brown,FALSE
dark grey,162 cm,84 kg,green,FALSE
grey,179 cm,71 kg,green,FALSE
white,179 cm,88 kg,brown,TRUE
dark grey,187 cm,86 kg,green,FALSE
dark grey,160 cm,70 kg,blue,FALSE
calico,198 cm,91 kg,brown,FALSE
orange,162 cm,94 kg,green,FALSE
orange,163 cm,75 kg,blue,FALSE
red,176 cm,80 kg,blue,FALSE
dark grey,194 cm,62 kg,green,FALSE
grey,189 cm,90 kg,brown,FALSE
orange,161 cm,61 kg,black,FALSE
brown,169 cm,62 kg,black,FALSE
black,189 cm,72 kg,blue,FALSE
red,179 cm,92 kg,brown,FALSE
dark grey,170 cm,91 kg,green,FALSE
black,192 cm,70 kg,brown,FALSE
white,194 cm,64 kg,blue,TRUE
calico,160 cm,85 kg,brown,FALSE
white,179 cm,70 kg,brown,TRUE
white,174 cm,84 kg,blue,TRUE
red,174 cm,76 kg,green,FALSE
orange,160 cm,85 kg,brown,FALSE
brown,182 cm,75 kg,green,FALSE
black,181 cm,85 kg,green,FALSE
brown,169 cm,75 kg,black,FALSE
dark grey,175 cm,82 kg,brown,FALSE
grey,183 cm,81 kg,blue,FALSE
grey,200 cm,60 kg,black,FALSE
brown,185 cm,95 kg,black,FALSE
red,169 cm,97 kg,green,FALSE
red,167 cm,84 kg,black,FALSE
white,198 cm,80 kg,black,TRUE
brown,164 cm,88 kg,blue,FALSE
brown,180 cm,85 kg,brown,FALSE
orange,165 cm,97 kg,black,FALSE
grey,167 cm,61 kg,blue,FALSE
orange,160 cm,92 kg,green,FALSE
white,194 cm,88 kg,blue,TRUE
brown,163 cm,62 kg,green,FALSE
brown,194 cm,91 kg,brown,FALSE
brown,169 cm,64 kg,brown,FALSE
red,185 cm,98 kg,brown,FALSE
white,186 cm,80 kg,black,TRUE
dark grey,174 cm,64 kg,green,FALSE
orange,163 cm,75 kg,blue,FALSE
calico,195 cm,79 kg,brown,FALSE
black,171 cm,75 kg,brown,FALSE
dark grey,177 cm,94 kg,black,FALSE
calico,173 cm,89 kg,blue,FALSE
black,171 cm,88 kg,blue,FALSE
orange,199 cm,73 kg,blue,FALSE
orange,166 cm,86 kg,blue,FALSE
orange,177 cm,97 kg,brown,FALSE
calico,182 cm,74 kg,green,FALSE
black,166 cm,71 kg,black,FALSE
orange,200 cm,77 kg,brown,FALSE
red,185 cm,61 kg,blue,FALSE
calico,173 cm,69 kg,blue,FALSE
calico,186 cm,61 kg,green,FALSE
calico,194 cm,71 kg,blue,FALSE
red,197 cm,77 kg,green,FALSE
dark grey,199 cm,84 kg,brown,FALSE
calico,191 cm,87 kg,blue,FALSE
red,184 cm,75 kg,green,FALSE
calico,163 cm,89 kg,brown,FALSE
red,191 cm,73 kg,green,FALSE
brown,171 cm,97 kg,blue,FALSE
calico,194 cm,92 kg,green,FALSE
brown,160 cm,65 kg,green,FALSE
dark grey,179 cm,79 kg,green,FALSE
dark grey,187 cm,81 kg,green,FALSE
white,174 cm,91 kg,black,TRUE
dark grey,198 cm,71 kg,blue,FALSE
red,181 cm,91 kg,blue,FALSE
black,198 cm,66 kg,green,FALSE
dark grey,176 cm,66 kg,black,FALSE
white,180 cm,63 kg,black,TRUE
brown,176 cm,86 kg,brown,FALSE
dark grey,185 cm,83 kg,green,FALSE
orange,186 cm,87 kg,brown,FALSE
calico,176 cm,80 kg,black,FALSE
calico,188 cm,83 kg,green,FALSE
brown,173 cm,84 kg,black,FALSE
black,165 cm,71 kg,green,FALSE
dark grey,161 cm,81 kg,blue,FALSE
white,171 cm,70 kg,green,TRUE
orange,163 cm,87 kg,black,FALSE
dark grey,196 cm,73 kg,brown,FALSE
dark grey,165 cm,82 kg,green,FALSE
calico,184 cm,79 kg,brown,FALSE
dark grey,194 cm,65 kg,black,FALSE
red,181 cm,84 kg,blue,FALSE
grey,198 cm,71 kg,brown,FALSE
grey,191 cm,86 kg,blue,FALSE
brown,162 cm,90 kg,brown,FALSE
red,175 cm,92 kg,green,FALSE
brown,173 cm,69 kg,green,FALSE
calico,160 cm,89 kg,black,FALSE
orange,182 cm,65 kg,black,FALSE
calico,184 cm,95 kg,brown,FALSE
black,160 cm,96 kg,green,FALSE
brown,200 cm,84 kg,blue,FALSE
red,189 cm,81 kg,brown,FALSE
orange,187 cm,71 kg,green,FALSE
white,166 cm,86 kg,green,TRUE
white,172 cm,93 kg,blue,TRUE
grey,166 cm,60 kg,blue,FALSE
brown,193 cm,79 kg,green,FALSE
white,162 cm,78 kg,blue,TRUE
calico,161 cm,62 kg,green,FALSE
black,174 cm,74 kg,blue,FALSE
brown,191 cm,96 kg,brown,FALSE
orange,191 cm,66 kg,black,FALSE
calico,189 cm,92 kg,black,FALSE
calico,185 cm,81 kg,blue,FALSE
red,166 cm,74 kg,brown,FALSE
white,192 cm,79 kg,black,TRUE
red,165 cm,73 kg,green,FALSE
orange,192 cm,62 kg,brown,FALSE
dark grey,182 cm,68 kg,black,FALSE
white,181 cm,93 kg,blue,TRUE
grey,174 cm,61 kg,black,FALSE
red,181 cm,79 kg,blue,FALSE
grey,189 cm,76 kg,black,FALSE
white,184 cm,99 kg,black,TRUE
dark grey,196 cm,70 kg,green,FALSE
calico,177 cm,98 kg,black,FALSE
grey,174 cm,79 kg,blue,FALSE
white,171 cm,82 kg,blue,TRUE
calico,190 cm,65 kg,blue,FALSE
orange,182 cm,82 kg,black,FALSE
red,164 cm,92 kg,black,FALSE
dark grey,194 cm,90 kg,green,FALSE
red,196 cm,82 kg,black,FALSE
black,182 cm,79 kg,green,FALSE
black,166 cm,72 kg,blue,FALSE
calico,174 cm,77 kg,brown,FALSE
calico,182 cm,71 kg,green,FALSE
white,162 cm,98 kg,brown,TRUE
grey,199 cm,89 kg,blue,FALSE
grey,184 cm,68 kg,blue,FALSE
red,190 cm,65 kg,brown,FALSE
grey,176 cm,100 kg,brown,FALSE
brown,165 cm,76 kg,green,FALSE
black,162 cm,100 kg,brown,FALSE
white,194 cm,71 kg,green,TRUE
dark grey,197 cm,97 kg,brown,FALSE
calico,196 cm,68 kg,blue,FALSE
brown,184 cm,61 kg,black,FALSE
calico,186 cm,89 kg,brown,FALSE
calico,194 cm,81 kg,green,FALSE
black,161 cm,66 kg,black,FALSE
black,175 cm,79 kg,black,FALSE
orange,196 cm,85 kg,blue,FALSE
brown,171 cm,74 kg,black,FALSE
grey,176 cm,76 kg,green,FALSE
dark grey,167 cm,87 kg,blue,FALSE
brown,186 cm,66 kg,green,FALSE
calico,177 cm,65 kg,brown,FALSE
calico,170 cm,66 kg,blue,FALSE
brown,193 cm,60 kg,blue,FALSE
orange,197 cm,82 kg,black,FALSE
white,195 cm,73 kg,black,TRUE
brown,172 cm,84 kg,green,FALSE
red,185 cm,94 kg,black,FALSE
orange,160 cm,70 kg,blue,FALSE
red,187 cm,85 kg,black,FALSE
orange,175 cm,99 kg,brown,FALSE
calico,173 cm,66 kg,brown,FALSE
black,172 cm,86 kg,black,FALSE
white,189 cm,99 kg,blue,TRUE
grey,188 cm,100 kg,brown,FALSE
orange,188 cm,66 kg,blue,FALSE
dark grey,187 cm,74 kg,green,FALSE
black,195 cm,70 kg,blue,FALSE
grey,169 cm,92 kg,brown,FALSE
grey,171 cm,76 kg,black,FALSE
red,180 cm,69 kg,blue,FALSE
brown,160 cm,82 kg,blue,FALSE
red,167 cm,82 kg,blue,FALSE
dark grey,164 cm,92 kg,brown,FALSE
black,198 cm,90 kg,green,FALSE
red,177 cm,65 kg,black,FALSE
brown,165 cm,66 kg,black,FALSE
red,160 cm,97 kg,brown,FALSE
calico,172 cm,100 kg,black,FALSE
red,199 cm,92 kg,black,FALSE
red,186 cm,79 kg,green,FALSE
grey,170 cm,71 kg,black,FALSE
calico,164 cm,67 kg,blue,FALSE
white,168 cm,83 kg,blue,TRUE
dark grey,173 cm,89 kg,blue,FALSE
calico,194 cm,86 kg,black,FALSE
calico,197 cm,85 kg,blue,FALSE
dark grey,185 cm,64 kg,brown,FALSE
orange,163 cm,73 kg,brown,FALSE
brown,188 cm,98 kg,brown,FALSE
brown,162 cm,86 kg,black,FALSE
white,194 cm,66 kg,blue,TRUE
black,179 cm,91 kg,green,FALSE
brown,178 cm,79 kg,green,FALSE
calico,191 cm,94 kg,black,FALSE
grey,183 cm,98 kg,green,FALSE
orange,175 cm,65 kg,brown,FALSE
orange,200 cm,74 kg,brown,FALSE
grey,161 cm,99 kg,blue,FALSE
black,176 cm,99 kg,brown,FALSE
red,190 cm,96 kg,green,FALSE
grey,175 cm,81 kg,green,FALSE
brown,163 cm,89 kg,brown,FALSE
dark grey,172 cm,90 kg,brown,FALSE
orange,164 cm,97 kg,blue,FALSE
red,183 cm,78 kg,black,FALSE
grey,196 cm,61 kg,black,FALSE
brown,164 cm,95 kg,green,FALSE
grey,163 cm,90 kg,green,FALSE
dark grey,185 cm,86 kg,brown,FALSE
black,190 cm,61 kg,blue,FALSE
dark grey,163 cm,88 kg,green,FALSE
brown,167 cm,72 kg,black,FALSE
orange,183 cm,68 kg,green,FALSE
calico,173 cm,62 kg,green,FALSE
orange,163 cm,83 kg,blue,FALSE
grey,200 cm,97 kg,brown,FALSE
black,198 cm,60 kg,blue,FALSE
orange,173 cm,79 kg,brown,FALSE
black,176 cm,61 kg,black,FALSE
orange,178 cm,71 kg,blue,FALSE
grey,197 cm,66 kg,blue,FALSE
dark grey,165 cm,60 kg,black,FALSE
black,171 cm,79 kg,green,FALSE
orange,162 cm,88 kg,blue,FALSE
black,174 cm,61 kg,blue,FALSE
brown,198 cm,85 kg,brown,FALSE
calico,200 cm,80 kg,brown,FALSE
brown,190 cm,74 kg,green,FALSE
white,188 cm,75 kg,black,TRUE
dark grey,191 cm,64 kg,blue,FALSE
grey,195 cm,85 kg,green,FALSE
white,191 cm,70 kg,blue,TRUE
red,193 cm,64 kg,black,FALSE
orange,189 cm,74 kg,blue,FALSE
orange,200 cm,62 kg,black,FALSE
red,198 cm,82 kg,green,FALSE
dark grey,179 cm,73 kg,black,FALSE
brown,193 cm,99 kg,black,FALSE
black,167 cm,98 kg,blue,FALSE
red,184 cm,83 kg,green,FALSE
grey,197 cm,80 kg,blue,FALSE
calico,173 cm,88 kg,brown,FALSE
calico,196 cm,67 kg,brown,FALSE
orange,161 cm,67 kg,blue,FALSE
black,185 cm,98 kg,black,FALSE
dark grey,184 cm,95 kg,black,FALSE
calico,168 cm,66 kg,blue,FALSE
calico,176 cm,69 kg,brown,FALSE
grey,179 cm,91 kg,brown,FALSE
orange,161 cm,67 kg,brown,FALSE
dark grey,179 cm,80 kg,blue,FALSE
dark grey,172 cm,96 kg,blue,FALSE
calico,179 cm,76 kg,blue,FALSE
dark grey,170 cm,73 kg,blue,FALSE
calico,171 cm,88 kg,brown,FALSE
dark grey,167 cm,73 kg,blue,FALSE
brown,196 cm,61 kg,blue,FALSE
white,178 cm,74 kg,brown,TRUE
calico,170 cm,100 kg,black,FALSE
white,196 cm,100 kg,blue,TRUE
calico,186 cm,63 kg,green,FALSE
red,194 cm,82 kg,blue,FALSE
grey,196 cm,64 kg,blue,FALSE
red,188 cm,74 kg,black,FALSE
brown,180 cm,87 kg,green,FALSE
orange,180 cm,73 kg,blue,FALSE
calico,185 cm,93 kg,brown,FALSE
grey,172 cm,81 kg,blue,FALSE
black,165 cm,69 kg,green,FALSE
black,179 cm,90 kg,green,FALSE
grey,188 cm,100 kg,black,FALSE
brown,166 cm,78 kg,blue,FALSE
